customer_id,segment,region,signup_date
C102929,Premium,West,2024-01-10
C102930,Mainstream,South,2023-01-15
C102931,Premium,South,2025-01-20
C102932,Value Shopper,Midwest,2024-04-01
C102933,Value Shopper,South,2024-07-04
C102934,Occasional,Midwest,2024-02-10
C102935,Premium,Northeast,2024-10-26
C102936,Occasional,South,2022-12-25
C102937,Premium,West,2023-07-10
C102938,Mainstream,Midwest,2023-12-26
C102939,Premium,Midwest,2023-01-31
C102940,Occasional,South,2024-07-10
C102941,Mainstream,South,2023-10-23
C102942,Mainstream,West,2023-07-14
C102943,Value Shopper,South,2022-11-30
C102944,Mainstream,Northeast,2024-07-22
C102945,Premium,West,2024-10-25
C102946,Value Shopper,South,2023-10-25
C102947,Value Shopper,West,2024-03-13
C102948,Mainstream,South,2023-06-06
C102949,Value Shopper,West,2024-05-01
C102950,Value Shopper,Northeast,2022-12-08
C102951,Mainstream,Midwest,2024-01-10
C102952,Occasional,West,2024-05-19
C102953,Mainstream,Northeast,2025-01-04
C102954,Value Shopper,Northeast,2023-10-13
C102955,Value Shopper,South,2024-08-29
C102956,Premium,West,2024-04-10
C102957,Mainstream,Northeast,2025-01-11
C102958,Occasional,West,2023-10-27
C102959,Premium,South,2023-08-22
C102960,Premium,South,2024-12-09
C102961,Value Shopper,West,2023-01-08
C102962,Premium,Midwest,2023-03-22
C102963,Value Shopper,Northeast,2023-02-05
C102964,Occasional,Midwest,2024-11-02
C102965,Mainstream,South,2022-12-06
C102966,Mainstream,South,2024-11-18
C102967,Value Shopper,West,2023-12-11
C102968,Value Shopper,South,2022-12-01
C102969,Premium,South,2023-10-30
C102970,Value Shopper,South,2023-05-03
C102971,Mainstream,Northeast,2024-05-03
C102972,Value Shopper,Northeast,2024-06-18
C102973,Premium,West,2024-01-09
C102974,Occasional,Northeast,2022-12-31
C102975,Premium,Northeast,2024-05-29
C102976,Premium,South,2024-11-01
C102977,Value Shopper,Midwest,2024-07-22
C102978,Value Shopper,West,2024-10-22
C102979,Premium,Midwest,2023-05-15
C102980,Mainstream,Northeast,2024-12-10
C102981,Mainstream,Midwest,2023-08-24
C102982,Value Shopper,South,2022-12-09
C102983,Value Shopper,Midwest,2024-11-02
C102984,Value Shopper,South,2025-01-24
C102985,Occasional,West,2024-05-29
C102986,Value Shopper,West,2023-06-09
C102987,Mainstream,Northeast,2023-06-26
C102988,Value Shopper,Midwest,2023-12-24
C102989,Premium,South,2024-12-18
C102990,Mainstream,West,2023-04-02
C102991,Occasional,West,2024-10-19
C102992,Occasional,Northeast,2023-07-30
C102993,Mainstream,South,2024-10-04
C102994,Occasional,Midwest,2025-01-06
C102995,Occasional,Northeast,2023-11-21
C102996,Occasional,Northeast,2023-09-29
C102997,Occasional,Midwest,2024-09-29
C102998,Value Shopper,Midwest,2024-02-13
C102999,Mainstream,Northeast,2024-06-22
C103000,Value Shopper,South,2024-05-01
C103001,Value Shopper,Midwest,2023-04-05
C103002,Occasional,South,2024-11-03
C103003,Mainstream,Midwest,2023-05-11
C103004,Premium,Northeast,2025-01-16
C103005,Occasional,Midwest,2023-06-25
C103006,Occasional,Northeast,2024-08-02
C103007,Occasional,South,2023-07-24
C103008,Value Shopper,Northeast,2023-08-21
C103009,Value Shopper,South,2023-08-14
C103010,Mainstream,Northeast,2024-08-14
C103011,Value Shopper,South,2024-03-07
C103012,Value Shopper,South,2024-12-05
C103013,Mainstream,Northeast,2023-08-12
C103014,Premium,Midwest,2024-06-28
C103015,Mainstream,Northeast,2024-08-18
C103016,Mainstream,South,2023-04-03
C103017,Premium,Northeast,2023-10-29
C103018,Value Shopper,South,2024-01-05
C103019,Value Shopper,South,2023-09-22
C103020,Premium,West,2023-08-24
C103021,Mainstream,South,2024-06-24
C103022,Premium,South,2023-05-27
C103023,Value Shopper,Midwest,2024-07-13
C103024,Occasional,West,2025-01-18
C103025,Mainstream,South,2024-03-14
C103026,Mainstream,Midwest,2024-04-22
C103027,Mainstream,West,2023-01-24
C103028,Occasional,Midwest,2024-11-20
C103029,Mainstream,West,2023-07-25
C103030,Mainstream,West,2024-04-25
C103031,Occasional,Northeast,2025-02-24
C103032,Premium,South,2024-04-09
C103033,Mainstream,Midwest,2024-07-26
C103034,Premium,Midwest,2023-12-06
C103035,Mainstream,Midwest,2023-01-17
C103036,Value Shopper,South,2024-09-25
C103037,Mainstream,Northeast,2022-12-27
C103038,Occasional,Northeast,2024-07-06
C103039,Occasional,South,2022-12-17
C103040,Mainstream,Northeast,2024-11-18
C103041,Mainstream,Northeast,2023-04-09
C103042,Value Shopper,Northeast,2024-01-31
C103043,Occasional,Midwest,2024-04-10
C103044,Occasional,Midwest,2023-12-16
C103045,Mainstream,Northeast,2023-09-09
C103046,Occasional,West,2023-12-25
C103047,Premium,South,2023-08-15
C103048,Mainstream,Midwest,2023-11-30
C103049,Value Shopper,Midwest,2023-09-24
C103050,Mainstream,Midwest,2024-03-15
C103051,Premium,South,2023-06-15
C103052,Premium,Northeast,2025-03-04
C103053,Mainstream,Northeast,2024-01-20
C103054,Occasional,West,2023-05-09
C103055,Value Shopper,Northeast,2024-01-01
C103056,Mainstream,Midwest,2024-11-22
C103057,Premium,West,2022-12-16
C103058,Premium,South,2024-06-18
C103059,Mainstream,Midwest,2024-02-29
C103060,Value Shopper,South,2023-04-19
C103061,Value Shopper,Northeast,2024-10-12
C103062,Mainstream,South,2023-10-03
C103063,Mainstream,Midwest,2023-08-01
C103064,Value Shopper,West,2024-10-20
C103065,Premium,West,2024-05-15
C103066,Mainstream,West,2024-12-18
C103067,Premium,West,2024-05-07
C103068,Occasional,South,2024-08-08
C103069,Value Shopper,Midwest,2024-10-27
C103070,Value Shopper,Midwest,2023-01-12
C103071,Premium,South,2024-09-07
C103072,Mainstream,West,2024-04-24
C103073,Premium,Northeast,2023-01-25
C103074,Occasional,West,2024-01-27
C103075,Occasional,West,2023-02-05
C103076,Occasional,West,2024-08-04
C103077,Mainstream,West,2024-02-27
C103078,Mainstream,Northeast,2025-02-03
C103079,Mainstream,Northeast,2023-04-30
C103080,Value Shopper,Northeast,2024-04-17
C103081,Mainstream,Midwest,2023-05-24
C103082,Value Shopper,South,2024-04-24
C103083,Occasional,West,2024-07-24
C103084,Mainstream,West,2024-07-24
C103085,Mainstream,South,2024-10-10
C103086,Mainstream,Northeast,2024-11-11
C103087,Value Shopper,Northeast,2023-01-31
C103088,Value Shopper,Northeast,2023-09-11
C103089,Mainstream,Midwest,2024-06-24
C103090,Value Shopper,South,2024-01-18
C103091,Mainstream,Northeast,2023-05-06
C103092,Occasional,Midwest,2024-03-04
C103093,Occasional,Northeast,2023-11-04
C103094,Premium,South,2023-10-20
C103095,Value Shopper,Midwest,2024-10-05
C103096,Occasional,Midwest,2023-11-04
C103097,Occasional,Midwest,2022-12-20
C103098,Value Shopper,West,2023-01-15
C103099,Premium,Northeast,2024-11-13
C103100,Value Shopper,South,2025-02-08
C103101,Occasional,South,2024-06-25
C103102,Occasional,South,2023-09-29
C103103,Value Shopper,West,2025-01-21
C103104,Occasional,Midwest,2024-06-04
C103105,Mainstream,Midwest,2024-11-03
C103106,Occasional,Northeast,2024-08-29
C103107,Mainstream,South,2023-10-11
C103108,Occasional,Midwest,2024-01-02
C103109,Value Shopper,Northeast,2023-05-02
C103110,Mainstream,South,2023-07-30
C103111,Value Shopper,South,2024-09-09
C103112,Occasional,Northeast,2024-12-15
C103113,Occasional,South,2024-07-26
C103114,Occasional,South,2023-12-22
C103115,Occasional,Northeast,2023-02-08
C103116,Value Shopper,Midwest,2023-01-14
C103117,Mainstream,South,2023-10-07
C103118,Value Shopper,South,2023-12-21
C103119,Value Shopper,Midwest,2024-04-20
C103120,Value Shopper,Midwest,2022-12-03
C103121,Mainstream,South,2025-03-05
C103122,Value Shopper,West,2023-09-28
C103123,Value Shopper,South,2024-11-06
C103124,Value Shopper,Northeast,2024-02-18
C103125,Value Shopper,Midwest,2023-03-17
C103126,Occasional,West,2024-09-25
C103127,Premium,Northeast,2024-07-13
C103128,Occasional,West,2024-02-11
C103129,Mainstream,West,2024-02-01
C103130,Value Shopper,Northeast,2023-02-09
C103131,Premium,West,2024-05-29
C103132,Mainstream,Midwest,2024-12-29
C103133,Value Shopper,West,2023-02-14
C103134,Value Shopper,Midwest,2023-07-06
C103135,Value Shopper,Midwest,2024-12-22
C103136,Value Shopper,South,2023-07-24
C103137,Mainstream,South,2024-05-28
C103138,Premium,Northeast,2024-02-18
C103139,Value Shopper,South,2024-04-09
C103140,Value Shopper,Northeast,2023-11-11
C103141,Occasional,Midwest,2023-08-06
C103142,Value Shopper,Midwest,2023-01-07
C103143,Mainstream,Midwest,2024-08-11
C103144,Occasional,Midwest,2024-08-13
C103145,Value Shopper,Northeast,2024-06-11
C103146,Value Shopper,Northeast,2024-05-19
C103147,Mainstream,Northeast,2023-06-20
C103148,Mainstream,Midwest,2022-12-16
C103149,Mainstream,West,2024-10-04
C103150,Occasional,Northeast,2024-01-12
C103151,Value Shopper,West,2023-08-12
C103152,Mainstream,South,2023-02-21
C103153,Mainstream,South,2023-01-19
C103154,Value Shopper,South,2023-09-16
C103155,Mainstream,West,2024-10-01
C103156,Value Shopper,Northeast,2025-01-04
C103157,Mainstream,South,2024-12-17
C103158,Value Shopper,South,2025-01-05
C103159,Mainstream,South,2024-12-26
C103160,Mainstream,West,2024-02-11
C103161,Occasional,Northeast,2023-05-30
C103162,Value Shopper,South,2024-09-25
C103163,Mainstream,South,2023-05-26
C103164,Mainstream,Midwest,2023-07-09
C103165,Premium,Midwest,2023-06-11
C103166,Mainstream,South,2024-02-01
C103167,Premium,West,2023-08-24
C103168,Premium,Midwest,2023-04-06
C103169,Occasional,West,2023-12-12
C103170,Mainstream,Midwest,2024-11-28
C103171,Mainstream,Northeast,2024-03-19
C103172,Occasional,Northeast,2024-12-02
C103173,Occasional,Northeast,2023-05-11
C103174,Occasional,Midwest,2023-04-16
C103175,Mainstream,Midwest,2024-03-23
C103176,Value Shopper,South,2023-12-21
C103177,Mainstream,South,2024-06-02
C103178,Premium,Northeast,2024-09-22
C103179,Mainstream,Northeast,2024-08-17
C103180,Mainstream,Northeast,2025-01-24
C103181,Occasional,South,2023-10-27
C103182,Mainstream,Northeast,2023-05-19
C103183,Occasional,Northeast,2024-03-02
C103184,Mainstream,West,2023-02-28
C103185,Mainstream,West,2023-07-28
C103186,Mainstream,Northeast,2023-05-21
C103187,Premium,Midwest,2023-10-26
C103188,Value Shopper,Midwest,2023-03-01
C103189,Value Shopper,South,2022-12-24
C103190,Occasional,South,2024-05-30
C103191,Value Shopper,Northeast,2024-04-21
C103192,Mainstream,South,2024-07-12
C103193,Mainstream,Midwest,2024-06-02
C103194,Mainstream,Northeast,2023-03-03
C103195,Mainstream,Midwest,2023-07-29
C103196,Value Shopper,Midwest,2023-03-16
C103197,Mainstream,Midwest,2024-11-02
C103198,Mainstream,Northeast,2024-08-13
C103199,Premium,Midwest,2023-05-15
C103200,Value Shopper,Northeast,2023-09-10
C103201,Mainstream,South,2025-02-14
C103202,Value Shopper,Northeast,2024-04-07
C103203,Value Shopper,Northeast,2024-09-28
C103204,Value Shopper,South,2023-07-07
C103205,Value Shopper,South,2023-05-23
C103206,Occasional,West,2024-09-13
C103207,Value Shopper,Midwest,2024-06-23
C103208,Occasional,Northeast,2024-06-19
C103209,Occasional,South,2024-03-04
C103210,Mainstream,South,2024-03-13
C103211,Value Shopper,Northeast,2024-08-04
C103212,Mainstream,West,2023-07-12
C103213,Premium,Northeast,2023-09-19
C103214,Mainstream,West,2024-11-26
C103215,Value Shopper,West,2023-08-13
C103216,Mainstream,South,2024-02-27
C103217,Occasional,West,2024-07-07
C103218,Premium,South,2025-03-13
C103219,Value Shopper,Northeast,2023-11-27
C103220,Premium,Midwest,2023-11-21
C103221,Value Shopper,Northeast,2024-11-02
C103222,Value Shopper,Midwest,2024-10-02
C103223,Occasional,South,2024-07-31
C103224,Value Shopper,Midwest,2023-12-21
C103225,Value Shopper,Midwest,2023-08-26
C103226,Value Shopper,South,2024-04-20
C103227,Occasional,West,2024-11-30
C103228,Premium,Northeast,2024-12-06
C103229,Mainstream,Midwest,2023-02-26
C103230,Premium,Northeast,2023-11-21
C103231,Value Shopper,South,2023-12-22
C103232,Mainstream,Northeast,2025-02-23
C103233,Mainstream,South,2024-06-17
C103234,Value Shopper,Midwest,2023-11-04
C103235,Mainstream,Northeast,2022-12-19
C103236,Occasional,West,2024-03-14
C103237,Value Shopper,Northeast,2023-02-16
C103238,Value Shopper,Midwest,2024-10-26
C103239,Value Shopper,Northeast,2024-08-18
C103240,Value Shopper,Midwest,2023-12-18
C103241,Occasional,South,2023-11-22
C103242,Mainstream,Midwest,2024-12-17
C103243,Mainstream,Northeast,2023-07-27
C103244,Premium,Midwest,2023-06-24
C103245,Value Shopper,South,2025-01-22
C103246,Mainstream,South,2024-10-05
C103247,Mainstream,South,2024-10-14
C103248,Mainstream,South,2023-05-10
C103249,Occasional,Northeast,2023-03-28
C103250,Premium,Midwest,2022-12-19
C103251,Mainstream,Northeast,2023-06-14
C103252,Occasional,Northeast,2024-09-05
C103253,Value Shopper,Northeast,2023-06-17
C103254,Value Shopper,South,2024-07-29
C103255,Value Shopper,South,2023-06-27
C103256,Mainstream,West,2023-10-25
C103257,Mainstream,Northeast,2025-02-27
C103258,Mainstream,South,2023-06-21
C103259,Occasional,West,2023-10-09
C103260,Mainstream,South,2023-08-07
C103261,Mainstream,Northeast,2023-02-27
C103262,Value Shopper,Northeast,2024-01-11
C103263,Value Shopper,Northeast,2023-10-11
C103264,Mainstream,Midwest,2024-07-01
C103265,Mainstream,South,2024-10-12
C103266,Occasional,Northeast,2024-02-26
C103267,Value Shopper,Northeast,2022-12-24
C103268,Value Shopper,South,2024-04-28
C103269,Mainstream,South,2023-01-13
C103270,Value Shopper,Midwest,2024-04-26
C103271,Value Shopper,South,2024-06-23
C103272,Premium,Midwest,2023-05-12
C103273,Value Shopper,Northeast,2024-10-13
C103274,Mainstream,Midwest,2024-12-29
C103275,Value Shopper,South,2024-10-08
C103276,Value Shopper,West,2023-08-10
C103277,Mainstream,Northeast,2024-04-01
C103278,Occasional,South,2025-01-01
C103279,Mainstream,Midwest,2023-08-23
C103280,Premium,South,2024-10-14
C103281,Value Shopper,Northeast,2022-12-05
C103282,Premium,Midwest,2022-12-01
C103283,Value Shopper,West,2024-08-24
C103284,Premium,South,2024-08-26
C103285,Mainstream,Midwest,2024-09-18
C103286,Occasional,Midwest,2025-01-14
C103287,Mainstream,Midwest,2023-03-06
C103288,Value Shopper,Midwest,2023-06-10
C103289,Value Shopper,West,2024-12-23
C103290,Occasional,West,2023-04-25
C103291,Mainstream,Midwest,2024-06-20
C103292,Premium,Midwest,2024-02-14
C103293,Value Shopper,West,2023-02-05
C103294,Mainstream,Midwest,2023-07-25
C103295,Value Shopper,South,2024-02-06
C103296,Occasional,Northeast,2024-11-10
C103297,Premium,South,2024-07-11
C103298,Occasional,South,2024-05-01
C103299,Value Shopper,West,2024-01-16
C103300,Mainstream,South,2023-08-05
C103301,Premium,Northeast,2023-03-07
C103302,Mainstream,South,2023-11-05
C103303,Occasional,West,2022-12-21
C103304,Occasional,Midwest,2023-05-23
C103305,Occasional,Northeast,2023-11-25
C103306,Premium,Northeast,2023-11-13
C103307,Value Shopper,Midwest,2023-01-04
C103308,Value Shopper,Midwest,2024-04-03
C103309,Occasional,South,2024-03-01
C103310,Value Shopper,Northeast,2023-02-01
C103311,Premium,West,2025-01-25
C103312,Premium,Northeast,2023-02-19
C103313,Mainstream,Northeast,2024-11-12
C103314,Occasional,Midwest,2022-11-28
C103315,Mainstream,Midwest,2024-12-05
C103316,Mainstream,Northeast,2022-12-14
C103317,Value Shopper,Northeast,2024-08-23
C103318,Mainstream,Northeast,2023-09-27
C103319,Value Shopper,South,2024-08-06
C103320,Mainstream,South,2023-10-30
C103321,Occasional,Midwest,2023-01-26
C103322,Occasional,South,2024-08-31
C103323,Value Shopper,South,2023-01-26
C103324,Mainstream,Northeast,2025-01-07
C103325,Occasional,West,2023-01-09
C103326,Value Shopper,West,2024-01-02
C103327,Value Shopper,Northeast,2024-07-24
C103328,Value Shopper,Northeast,2023-10-23
C103329,Mainstream,Northeast,2023-05-29
C103330,Value Shopper,Northeast,2024-08-24
C103331,Occasional,South,2024-09-14
C103332,Mainstream,Midwest,2025-01-08
C103333,Mainstream,South,2023-10-09
C103334,Value Shopper,South,2024-01-25
C103335,Mainstream,South,2023-09-28
C103336,Premium,South,2023-07-01
C103337,Premium,Northeast,2024-08-17
C103338,Premium,Midwest,2023-09-08
C103339,Mainstream,South,2023-11-21
C103340,Occasional,Northeast,2023-11-01
C103341,Occasional,Northeast,2024-07-16
C103342,Premium,West,2025-01-04
C103343,Value Shopper,South,2024-06-07
C103344,Value Shopper,Northeast,2023-12-28
C103345,Value Shopper,South,2024-09-09
C103346,Premium,South,2024-05-17
C103347,Mainstream,Midwest,2023-01-17
C103348,Mainstream,Northeast,2023-02-16
C103349,Occasional,West,2022-12-29
C103350,Occasional,Midwest,2023-12-15
C103351,Occasional,Northeast,2024-10-19
C103352,Mainstream,Midwest,2023-08-17
C103353,Premium,South,2023-10-15
C103354,Value Shopper,Northeast,2024-12-28
C103355,Value Shopper,Northeast,2024-10-28
C103356,Value Shopper,Northeast,2024-06-06
C103357,Mainstream,West,2023-07-09
C103358,Mainstream,Northeast,2023-03-06
C103359,Occasional,South,2022-12-11
C103360,Value Shopper,West,2023-02-25
C103361,Premium,Northeast,2023-07-31
C103362,Mainstream,West,2024-03-03
C103363,Value Shopper,West,2023-01-20
C103364,Mainstream,West,2023-03-22
C103365,Value Shopper,Northeast,2023-04-28
C103366,Mainstream,South,2024-05-09
C103367,Mainstream,South,2024-04-26
C103368,Value Shopper,West,2024-03-02
C103369,Value Shopper,Northeast,2023-06-25
C103370,Mainstream,South,2023-10-04
C103371,Occasional,Midwest,2023-02-17
C103372,Mainstream,Northeast,2023-06-05
C103373,Premium,Midwest,2024-12-18
C103374,Premium,South,2025-02-24
C103375,Occasional,Midwest,2024-05-22
C103376,Occasional,South,2025-01-03
C103377,Mainstream,West,2024-05-18
C103378,Premium,Midwest,2022-12-25
C103379,Occasional,South,2025-03-11
C103380,Mainstream,Midwest,2023-02-18
C103381,Mainstream,Midwest,2024-06-21
C103382,Value Shopper,South,2023-06-27
C103383,Occasional,West,2023-10-22
C103384,Occasional,South,2024-05-21
C103385,Value Shopper,South,2023-11-28
C103386,Mainstream,Northeast,2023-06-25
C103387,Mainstream,Northeast,2023-09-04
C103388,Value Shopper,South,2023-09-10
C103389,Occasional,Northeast,2025-02-07
C103390,Value Shopper,Northeast,2024-09-26
C103391,Value Shopper,South,2023-12-17
C103392,Mainstream,Northeast,2023-05-14
C103393,Premium,Northeast,2024-10-06
C103394,Value Shopper,South,2023-04-08
C103395,Premium,South,2023-05-23
C103396,Mainstream,West,2023-09-30
C103397,Value Shopper,South,2024-12-03
C103398,Value Shopper,Midwest,2023-03-18
C103399,Mainstream,West,2023-03-10
C103400,Value Shopper,South,2024-01-14
C103401,Occasional,Northeast,2023-07-17
C103402,Occasional,Northeast,2024-03-17
C103403,Occasional,South,2023-12-11
C103404,Value Shopper,South,2023-11-27
C103405,Occasional,South,2023-03-01
C103406,Mainstream,South,2023-03-26
C103407,Mainstream,South,2024-10-15
C103408,Value Shopper,West,2024-12-08
C103409,Value Shopper,South,2023-06-12
C103410,Premium,Northeast,2023-03-03
C103411,Mainstream,West,2023-01-11
C103412,Value Shopper,Northeast,2024-04-19
C103413,Mainstream,South,2024-07-18
C103414,Value Shopper,West,2023-10-06
C103415,Mainstream,South,2024-06-18
C103416,Mainstream,South,2024-07-16
C103417,Occasional,Midwest,2025-01-18
C103418,Occasional,Midwest,2023-01-21
C103419,Mainstream,Midwest,2023-05-08
C103420,Mainstream,South,2023-01-24
C103421,Mainstream,South,2024-11-23
C103422,Occasional,South,2024-09-21
C103423,Mainstream,Northeast,2024-03-22
C103424,Value Shopper,Midwest,2023-02-06
C103425,Value Shopper,South,2023-07-15
C103426,Mainstream,Midwest,2023-08-04
C103427,Mainstream,South,2024-03-10
C103428,Occasional,South,2023-07-02
C103429,Value Shopper,South,2023-01-28
C103430,Mainstream,Midwest,2024-07-31
C103431,Occasional,West,2023-08-05
C103432,Occasional,Northeast,2023-12-12
C103433,Mainstream,West,2023-03-14
C103434,Mainstream,Northeast,2024-09-29
C103435,Mainstream,Northeast,2024-03-14
C103436,Occasional,West,2024-12-21
C103437,Value Shopper,Northeast,2024-01-16
C103438,Occasional,South,2025-01-23
C103439,Premium,West,2024-12-13
C103440,Mainstream,West,2024-03-24
C103441,Value Shopper,West,2025-01-17
C103442,Mainstream,Midwest,2023-08-25
C103443,Mainstream,South,2023-09-30
C103444,Value Shopper,Northeast,2023-01-05
C103445,Premium,Midwest,2024-04-03
C103446,Occasional,West,2024-07-23
C103447,Mainstream,Midwest,2024-09-05
C103448,Premium,South,2023-04-02
C103449,Value Shopper,South,2023-12-05
C103450,Mainstream,South,2023-04-25
C103451,Value Shopper,West,2024-06-03
C103452,Mainstream,Northeast,2023-04-09
C103453,Occasional,South,2024-12-23
C103454,Premium,West,2023-06-09
C103455,Value Shopper,Midwest,2023-07-30
C103456,Mainstream,Northeast,2024-11-09
C103457,Mainstream,South,2023-12-17
C103458,Mainstream,Midwest,2022-12-18
C103459,Occasional,Northeast,2024-01-15
C103460,Occasional,West,2023-02-06
C103461,Mainstream,South,2025-03-01
C103462,Mainstream,West,2024-04-02
C103463,Value Shopper,West,2023-06-30
C103464,Value Shopper,South,2024-03-13
C103465,Mainstream,Northeast,2023-01-31
C103466,Mainstream,Midwest,2024-09-27
C103467,Premium,Northeast,2025-01-10
C103468,Premium,West,2024-11-28
C103469,Value Shopper,Northeast,2023-09-10
C103470,Mainstream,Midwest,2023-08-27
C103471,Value Shopper,South,2022-12-27
C103472,Value Shopper,Northeast,2024-05-25
C103473,Occasional,Northeast,2024-02-18
C103474,Value Shopper,South,2023-12-17
C103475,Mainstream,Northeast,2024-12-26
C103476,Value Shopper,Northeast,2023-04-17
C103477,Occasional,Midwest,2022-12-06
C103478,Mainstream,South,2023-01-28
C103479,Value Shopper,South,2023-06-03
C103480,Mainstream,Midwest,2022-12-25
C103481,Premium,South,2024-01-22
C103482,Occasional,Midwest,2023-08-18
C103483,Value Shopper,West,2023-04-28
C103484,Occasional,Northeast,2024-08-16
C103485,Occasional,South,2023-05-18
C103486,Occasional,West,2024-06-25
C103487,Mainstream,West,2023-09-16
C103488,Mainstream,Northeast,2024-01-29
C103489,Mainstream,Midwest,2025-01-17
C103490,Premium,South,2022-12-29
C103491,Mainstream,Northeast,2024-01-20
C103492,Premium,West,2024-11-12
C103493,Mainstream,South,2024-04-02
C103494,Premium,South,2023-07-18
C103495,Occasional,Northeast,2023-10-27
C103496,Value Shopper,South,2024-06-19
C103497,Occasional,South,2024-12-12
C103498,Mainstream,West,2023-01-01
C103499,Occasional,Northeast,2023-01-26
C103500,Mainstream,Northeast,2023-08-27
C103501,Mainstream,Midwest,2023-06-11
C103502,Occasional,Northeast,2023-07-08
C103503,Value Shopper,South,2023-06-01
C103504,Occasional,West,2023-05-11
C103505,Mainstream,Midwest,2023-03-17
C103506,Mainstream,West,2025-01-17
C103507,Mainstream,Northeast,2023-03-28
C103508,Mainstream,Northeast,2023-05-18
C103509,Mainstream,Northeast,2023-06-22
C103510,Value Shopper,Midwest,2025-01-16
C103511,Value Shopper,West,2024-08-21
C103512,Value Shopper,Northeast,2024-09-18
C103513,Occasional,South,2023-02-23
C103514,Occasional,Midwest,2024-10-27
C103515,Mainstream,West,2023-11-05
C103516,Premium,Northeast,2023-07-06
C103517,Mainstream,Northeast,2024-03-23
C103518,Premium,Northeast,2024-10-15
C103519,Occasional,Midwest,2024-09-09
C103520,Occasional,Northeast,2024-12-11
C103521,Mainstream,West,2025-01-12
C103522,Premium,South,2023-06-15
C103523,Value Shopper,South,2023-11-18
C103524,Occasional,South,2022-12-10
C103525,Value Shopper,Northeast,2024-12-02
C103526,Mainstream,Midwest,2023-04-06
C103527,Premium,West,2024-11-17
C103528,Premium,West,2023-08-31
C103529,Value Shopper,West,2023-10-02
C103530,Occasional,West,2022-12-30
C103531,Value Shopper,Northeast,2023-08-28
C103532,Mainstream,Northeast,2024-12-10
C103533,Value Shopper,Northeast,2022-12-19
C103534,Mainstream,Midwest,2023-11-03
C103535,Mainstream,Northeast,2022-12-24
C103536,Mainstream,Midwest,2023-10-04
C103537,Value Shopper,South,2023-04-21
C103538,Value Shopper,West,2023-06-27
C103539,Mainstream,South,2024-12-01
C103540,Premium,West,2023-11-28
C103541,Occasional,Northeast,2023-07-15
C103542,Value Shopper,Northeast,2024-04-03
C103543,Mainstream,South,2023-03-27
C103544,Value Shopper,Midwest,2023-07-03
C103545,Value Shopper,Northeast,2024-02-27
C103546,Premium,Midwest,2023-06-15
C103547,Mainstream,Northeast,2024-06-18
C103548,Value Shopper,South,2024-01-12
C103549,Value Shopper,Midwest,2024-09-03
C103550,Value Shopper,South,2025-01-29
C103551,Occasional,South,2023-03-05
C103552,Occasional,Midwest,2023-09-04
C103553,Value Shopper,Northeast,2023-08-22
C103554,Value Shopper,Northeast,2023-04-03
C103555,Occasional,Midwest,2024-10-06
C103556,Occasional,South,2024-08-24
C103557,Mainstream,South,2024-01-06
C103558,Value Shopper,South,2024-02-20
C103559,Value Shopper,Northeast,2023-01-16
C103560,Mainstream,South,2024-03-06
C103561,Mainstream,South,2024-09-20
C103562,Value Shopper,Midwest,2024-03-21
C103563,Mainstream,South,2023-07-08
C103564,Value Shopper,Midwest,2024-06-08
C103565,Premium,South,2023-09-26
C103566,Mainstream,South,2024-02-26
C103567,Value Shopper,Northeast,2024-01-09
C103568,Mainstream,South,2023-10-13
C103569,Mainstream,Northeast,2024-07-21
C103570,Occasional,Northeast,2024-12-06
C103571,Mainstream,West,2022-12-02
C103572,Value Shopper,West,2025-01-17
C103573,Premium,Northeast,2024-01-29
C103574,Value Shopper,Midwest,2024-07-06
C103575,Occasional,Northeast,2024-11-13
C103576,Mainstream,Midwest,2023-12-24
C103577,Mainstream,West,2024-10-26
C103578,Value Shopper,West,2023-04-25
C103579,Mainstream,South,2023-04-10
C103580,Occasional,Midwest,2024-05-30
C103581,Occasional,South,2024-11-25
C103582,Value Shopper,Midwest,2024-12-13
C103583,Value Shopper,West,2024-05-19
C103584,Occasional,West,2024-02-10
C103585,Occasional,South,2023-09-01
C103586,Value Shopper,Midwest,2025-02-25
C103587,Mainstream,Midwest,2023-08-22
C103588,Mainstream,Northeast,2024-08-11
C103589,Occasional,West,2024-02-15
C103590,Value Shopper,Midwest,2024-04-19
C103591,Value Shopper,Midwest,2023-10-23
C103592,Premium,Midwest,2025-02-12
C103593,Value Shopper,West,2024-03-20
C103594,Mainstream,Northeast,2025-01-20
C103595,Mainstream,West,2022-12-04
C103596,Mainstream,West,2024-03-20
C103597,Mainstream,West,2024-07-20
C103598,Mainstream,Midwest,2024-08-12
C103599,Value Shopper,Northeast,2024-12-24
C103600,Mainstream,Midwest,2022-12-01
C103601,Occasional,Midwest,2022-11-28
C103602,Premium,Northeast,2023-12-28
C103603,Value Shopper,South,2022-12-22
C103604,Value Shopper,Midwest,2025-02-20
C103605,Value Shopper,West,2023-06-02
C103606,Mainstream,Northeast,2023-12-29
C103607,Mainstream,South,2023-01-18
C103608,Premium,South,2024-02-07
C103609,Value Shopper,South,2023-10-12
C103610,Value Shopper,West,2023-01-04
C103611,Mainstream,South,2023-09-04
C103612,Premium,West,2023-10-22
C103613,Value Shopper,Midwest,2025-03-05
C103614,Mainstream,South,2023-05-21
